,quarter,time,down,togo,location,away_team,home_team,detail
26,1,2:35,2,10,DEN 40,0,7,Sam Howell pass complete deep middle to Logan Thomas for 18 yards (tackle by Justin Simmons)
27,1,1:54,1,10,DEN 22,0,7,Sam Howell sacked by Nik Bonitto for -8 yards
28,1,1:12,2,18,DEN 30,0,7,Sam Howell pass complete short right to Jahan Dotson for 5 yards
29,1,0:33,3,13,DEN 25,0,7,Sam Howell pass incomplete short left intended for Jahan Dotson (defended by Josey Jewell)
30,1,0:28,4,13,DEN 25,3,7,Joey Slye 44 yard field goal good
31,1,0:24,0,0,WAS 35,3,7,"Joey Slye kicks off 65 yards, touchback."
32,1,0:24,1,10,DEN 25,3,7,"Russell Wilson pass incomplete short left. Penalty on Jamin Davis: Roughing the Passer, 15 yards (accepted) (no play)"
33,1,0:20,1,10,DEN 40,3,13,"Russell Wilson pass complete deep left to Marvin Mims for 60 yards, touchdown"
34,1,0:12,0,0,WAS 15,3,14,Wil Lutz kicks extra point good
35,1,0:12,0,0,DEN 35,3,14,"Wil Lutz kicks off 65 yards, touchback."
36,1,0:12,1,10,WAS 25,3,14,Antonio Gibson right tackle for 2 yards (tackle by Josey Jewell and Randy Gregory)
37,2,15:00,2,8,WAS 27,3,14,Sam Howell pass incomplete short right
38,2,14:56,3,8,WAS 27,3,14,Sam Howell sacked by Jonathon Cooper for -3 yards
39,2,14:12,4,11,WAS 24,3,14,Tress Way punts 66 yards downed by Dyami Brown
40,2,14:02,1,10,DEN 10,3,14,Russell Wilson pass incomplete deep right intended for Lil'Jordan Humphrey
41,2,13:58,2,10,DEN 10,3,14,Javonte Williams left tackle for 6 yards (tackle by Daron Payne)
42,2,13:16,3,4,DEN 16,3,14,Russell Wilson pass complete deep left to Marvin Mims for 53 yards (tackle by Emmanuel Forbes)
43,2,12:36,1,10,WAS 31,3,14,Javonte Williams right end for 1 yard (tackle by Kendall Fuller and Darrick Forrest)
44,2,11:52,2,9,WAS 30,3,14,Javonte Williams left guard for 1 yard (tackle by Chase Young)
45,2,11:07,3,8,WAS 29,3,14,Russell Wilson pass complete short left to Jerry Jeudy for 7 yards (tackle by Kendall Fuller)
46,2,10:25,4,1,WAS 22,3,14,Russell Wilson right guard for 2 yards (tackle by Jonathan Allen)
47,2,9:47,1,10,WAS 20,3,14,Javonte Williams left guard for 4 yards (tackle by John Ridgeway and Jonathan Allen)
48,2,9:07,2,6,WAS 16,3,20,"Russell Wilson pass complete short middle to Brandon Johnson for 16 yards, touchdown"
49,2,9:01,0,0,WAS 15,3,21,Wil Lutz kicks extra point good
50,2,9:01,0,0,DEN 35,3,21,"Wil Lutz kicks off 65 yards, touchback."
51,2,9:01,1,10,WAS 25,3,21,Sam Howell pass incomplete short left intended for Brian Robinson (defended by Randy Gregory)
52,2,8:55,2,10,WAS 25,3,21,Sam Howell pass complete short right to Curtis Samuel for 1 yard (tackle by Essang Bassey)
53,2,8:17,3,9,WAS 26,3,21,Sam Howell pass incomplete deep right intended for Terry McLaurin
54,2,8:13,4,9,WAS 26,3,21,"Tress Way punts 59 yards, returned by Marvin Mims for 45 yards (tackle by Casey Toohill)"
55,2,7:57,1,10,WAS 40,3,21,Javonte Williams right end for 5 yards (tackle by Benjamin St-Juste and Kamren Curl)
56,2,7:18,2,5,WAS 35,3,21,"Javonte Williams left guard for no gain (tackle by Benjamin St-Juste and Darrick Forrest). Penalty on Ben Powers: Offensive Holding, 10 yards (accepted) (no play)"
57,2,6:46,2,15,WAS 45,3,21,"Russell Wilson sacked by Jamin Davis for -1 yards. Russell Wilson fumbles (forced by Jamin Davis), recovered by Cody Barton at WAS-46 and returned for 5 yards (tackle by Ben Powers) Replay Assistant challenged the fumble ruling, and the play was upheld."
58,2,6:34,1,10,DEN 49,3,21,"Sam Howell pass complete to Jahan Dotson for no gain. Penalty on Samuel Cosmi: Offensive Holding, 10 yards (accepted) (no play)"
59,2,6:05,1,20,WAS 41,3,21,Sam Howell pass complete short middle to Terry McLaurin for 9 yards (tackle by Josey Jewell)
60,2,5:24,2,11,DEN 50,3,21,"Sam Howell sacked by Alex Singleton for no gain. Penalty on Nik Bonitto: Face Mask (15 Yards), 15 yards (accepted) (no play)"
61,2,5:08,1,10,DEN 35,3,21,Sam Howell pass complete short left to Cole Turner for 9 yards (tackle by Josey Jewell)
62,2,4:26,2,1,DEN 26,3,21,Brian Robinson right guard for 2 yards (tackle by Justin Simmons)
63,2,3:46,1,10,DEN 24,3,21,Sam Howell pass complete short left to John Bates for 6 yards (tackle by Patrick Surtain)
64,2,3:11,2,4,DEN 18,3,21,Curtis Samuel left end for 13 yards (tackle by Randy Gregory)
65,2,2:29,1,5,DEN 5,3,21,Brian Robinson right tackle for 1 yard (tackle by Jonathan Harris)
66,2,2:00,2,4,DEN 4,3,21,Sam Howell pass incomplete short middle intended for John Bates (defended by Matt Henningsen)
67,2,1:56,3,4,DEN 4,3,21,Sam Howell pass incomplete short right intended for Logan Thomas
68,2,1:52,4,4,DEN 4,9,21,"Sam Howell pass complete short middle to Logan Thomas for 4 yards, touchdown. Penalty on Kareem Jackson: Disqualification / Defense, 1 yard (accepted) "
69,2,1:47,0,0,DEN 1,11,21,"Two Point Attempt: Brian Robinson rushes, conversion fails. Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned. Two Point Attempt: Brian Robinson rushes, conversion succeeds."
70,2,1:47,0,0,WAS 35,11,21,"Joey Slye kicks off 65 yards, touchback."
71,2,1:47,1,10,DEN 25,11,21,Javonte Williams left end for 1 yard (tackle by Kendall Fuller)
72,2,1:40,2,9,DEN 26,11,21,Russell Wilson pass incomplete short left
73,2,1:34,3,9,DEN 26,11,21,Russell Wilson pass complete short middle to Jerry Jeudy for 7 yards (tackle by Kendall Fuller and Percy Butler)
74,2,1:28,4,2,DEN 33,11,21,"Riley Dixon punts 44 yards, fair catch by Jamison Crowder at WAS-23"
75,2,1:20,1,10,WAS 23,11,21,Sam Howell pass incomplete deep left
76,2,1:13,2,10,WAS 23,11,21,Sam Howell pass complete short middle to Curtis Samuel for 14 yards (tackle by Josey Jewell and Delarrin Turner-Yell)
77,2,0:53,1,10,WAS 37,11,21,Sam Howell pass complete short middle to Curtis Samuel for 4 yards (tackle by Alex Singleton)
78,2,0:34,2,5,WAS 41,11,21,"Sam Howell scrambles for no gain. Penalty on Charles Leno: Offensive Holding, 10 yards (accepted) (no play)"
79,2,0:27,2,15,WAS 31,11,21,Sam Howell pass complete short right to Antonio Gibson for 3 yards (tackle by Josey Jewell)
80,2,0:20,3,11,WAS 34,11,21,"Sam Howell pass complete deep right to John Bates for 35 yards (tackle by Justin Simmons). Penalty on Thomas Incoom: Defensive Offside, 5 yards (declined) "
81,2,0:13,1,10,DEN 31,11,21,Sam Howell pass incomplete short right
82,2,0:08,2,10,DEN 31,11,21,Sam Howell pass incomplete deep right
83,2,0:02,3,10,DEN 31,14,21,Joey Slye 49 yard field goal good
84,3,15:00,0,0,WAS 35,14,21,"Joey Slye kicks off 65 yards, touchback."
85,3,15:00,1,10,DEN 25,14,21,"Russell Wilson sacked by Daron Payne for -9 yards. Penalty on Mike McGlinchey: Offensive Holding, 10 yards (declined) "
86,3,14:41,2,19,DEN 16,14,21,Javonte Williams right end for -2 yards (tackle by Daron Payne and Montez Sweat)
87,3,14:02,3,21,DEN 14,14,21,Russell Wilson pass incomplete short right intended for Samaje Perine (defended by Daron Payne)
88,3,13:58,4,21,DEN 14,14,21,"Riley Dixon punts 46 yards, returned by Jamison Crowder for 3 yards (tackle by Alex Singleton and Mitchell Fraboni)"
89,3,13:48,1,10,WAS 43,14,21,Brian Robinson right guard for 5 yards (tackle by Justin Simmons)
90,3,13:11,2,5,WAS 48,14,21,"Penalty on Nick Gates: False Start, 5 yards (accepted) (no play)"
91,3,13:02,2,10,WAS 43,14,21,Sam Howell pass incomplete short middle intended for John Bates
92,3,12:59,3,10,WAS 43,14,21,"Sam Howell scrambles left guard for 11 yards (tackle by Jonathon Cooper). Penalty on Fabian Moreau: Defensive Holding, 5 yards (accepted) "
93,3,12:34,1,10,DEN 41,14,21,Brian Robinson right tackle for 11 yards (tackle by Josey Jewell)
94,3,11:53,1,10,DEN 30,20,21,"Sam Howell pass complete deep middle to Terry McLaurin for 30 yards, touchdown"
95,3,11:47,0,0,DEN 15,21,21,Joey Slye kicks extra point good
96,3,11:47,0,0,WAS 35,21,21,"Joey Slye kicks off 65 yards, touchback."
97,3,11:47,1,10,DEN 25,21,21,Javonte Williams right tackle for 2 yards (tackle by Cody Barton)
98,3,11:12,2,8,DEN 27,21,21,Russell Wilson scrambles left end for 9 yards (tackle by Daron Payne)
99,3,10:43,1,10,DEN 36,21,21,Russell Wilson pass incomplete deep left intended for Jerry Jeudy
100,3,10:36,2,10,DEN 36,21,21,Russell Wilson pass incomplete short left
101,3,10:33,3,10,DEN 36,21,21,"Russell Wilson pass short left intended for Courtland Sutton is intercepted by Emmanuel Forbes at DEN-47 and returned for 3 yards. Emmanuel Forbes fumbles Replay Assistant challenged the pass interception ruling, and the play was upheld."
102,3,10:25,1,10,DEN 44,21,21,Brian Robinson left tackle for 13 yards (tackle by Justin Simmons and Essang Bassey)
103,3,9:44,1,10,DEN 31,21,21,Brian Robinson left end for 2 yards (tackle by Josey Jewell and Jonathon Cooper)
104,3,9:05,2,8,DEN 29,21,21,Sam Howell pass complete short middle to Antonio Gibson for 5 yards (tackle by Alex Singleton)
105,3,8:19,3,3,DEN 24,21,21,"Sam Howell sacked by Jonathon Cooper for -17 yards. Sam Howell fumbles (forced by Jonathon Cooper), recovered by Andrew Wylie at DEN-41 (tackle by Jonathon Cooper)"
106,3,7:36,4,20,DEN 41,21,21,Joey Slye 59 yard field goal no good
107,3,7:32,1,10,DEN 49,21,21,Russell Wilson pass complete short left to Samaje Perine for 6 yards (tackle by Kamren Curl and Cody Barton)
108,3,6:53,2,4,WAS 45,21,21,Marvin Mims left end for 2 yards (tackle by Benjamin St-Juste)
109,3,6:16,3,2,WAS 43,21,21,Russell Wilson pass complete short left to Courtland Sutton for 13 yards (tackle by Jamin Davis)
110,3,5:33,1,10,WAS 30,21,21,Russell Wilson pass complete short left to Samaje Perine for 9 yards (tackle by John Ridgeway and Cody Barton)
111,3,4:55,2,1,WAS 21,21,21,Michael Burton left guard for 3 yards (tackle by Jonathan Allen and John Ridgeway)
112,3,4:17,1,10,WAS 18,21,21,Russell Wilson pass complete short middle to Courtland Sutton for 4 yards (tackle by Kamren Curl)
113,3,3:36,2,6,WAS 14,21,21,Samaje Perine left tackle for 4 yards (tackle by Cody Barton)
114,3,2:56,3,2,WAS 10,21,21,Russell Wilson sacked by Chase Young for -3 yards
115,3,2:14,4,5,WAS 13,21,24,Wil Lutz 31 yard field goal good
116,3,2:11,0,0,DEN 35,21,24,"Wil Lutz kicks off 65 yards, touchback."
117,3,2:06,1,10,WAS 25,21,24,"Sam Howell pass incomplete. Penalty on Jahan Dotson: Offensive Pass Interference, 10 yards (accepted) (no play)"
118,3,2:06,1,20,WAS 15,21,24,Sam Howell pass complete short left to Terry McLaurin for 5 yards (tackle by Damarri Mathis)
119,3,1:26,2,15,WAS 20,21,24,"Sam Howell pass incomplete intended for Terry McLaurin. Penalty on Patrick Surtain: Defensive Pass Interference, 7 yards (accepted) (no play)"
120,3,1:22,1,10,WAS 27,21,24,Brian Robinson left tackle for 27 yards (tackle by Justin Simmons)
121,3,0:37,1,10,DEN 46,21,24,Brian Robinson up the middle for -4 yards (tackle by Nik Bonitto)
122,4,15:00,2,14,DEN 50,21,24,Sam Howell pass complete short left to Antonio Gibson for 36 yards (tackle by Justin Simmons)
123,4,14:13,1,10,DEN 14,21,24,Sam Howell pass complete short middle to Cole Turner for 12 yards (tackle by Damarri Mathis)
124,4,13:29,1,2,DEN 2,27,24,"Brian Robinson up the middle for 2 yards, touchdown"
125,4,13:25,0,0,DEN 15,28,24,Joey Slye kicks extra point good
126,4,13:25,0,0,WAS 35,28,24,"Joey Slye kicks off 65 yards, touchback."
127,4,13:25,1,10,DEN 25,28,24,"Russell Wilson pass incomplete intended for Jerry Jeudy. Penalty on Emmanuel Forbes: Illegal Use of Hands / Defense, 5 yards (accepted) (no play)"
128,4,13:20,1,10,DEN 30,28,24,Javonte Williams right tackle for 1 yard (tackle by Daron Payne)
129,4,12:41,2,9,DEN 31,28,24,Russell Wilson pass incomplete short middle intended for Javonte Williams
130,4,12:38,3,9,DEN 31,28,24,Russell Wilson pass incomplete short right
131,4,12:32,4,9,DEN 31,28,24,"Riley Dixon punts 44 yards, returned by Jamison Crowder for 6 yards (tackle by Delarrin Turner-Yell). Penalty on Tremon Smith: Player Out of Bounds on Kick, 5 yards (accepted) "
132,4,12:22,1,10,WAS 36,28,24,Sam Howell scrambles right end for 2 yards (tackle by Matt Henningsen)
133,4,11:44,2,8,WAS 38,28,24,Brian Robinson left tackle for no gain (tackle by Matt Henningsen and Jonathan Harris)
134,4,11:18,3,8,WAS 38,28,24,"Sam Howell sacked by Drew Sanders for no gain. Penalty on Fabian Moreau: Defensive Holding, 5 yards (accepted) (no play)"
135,4,10:57,1,10,WAS 43,28,24,Brian Robinson right guard for 2 yards (tackle by Alex Singleton)
136,4,10:15,2,8,WAS 45,28,24,Sam Howell pass complete short right to Brian Robinson for 21 yards (tackle by Justin Simmons)
137,4,9:27,1,10,DEN 34,28,24,Sam Howell pass complete short middle to Byron Pringle for 4 yards (tackle by Josey Jewell and Justin Simmons)
138,4,8:45,2,6,DEN 30,28,24,Antonio Gibson right tackle for 7 yards (tackle by Josey Jewell)
139,4,7:59,1,10,DEN 23,28,24,Sam Howell pass complete short middle to Dyami Brown for 8 yards (tackle by Damarri Mathis)
140,4,7:18,2,1,DEN 15,34,24,"Brian Robinson left guard for 15 yards, touchdown"
141,4,7:11,0,0,DEN 15,35,24,Joey Slye kicks extra point good
142,4,7:11,0,0,WAS 35,35,24,"Joey Slye kicks off 65 yards, touchback."
143,4,7:11,1,10,DEN 25,35,24,Russell Wilson pass complete short middle to Javonte Williams for 9 yards (tackle by Cody Barton)
144,4,6:33,2,1,DEN 34,35,24,Javonte Williams right end for 1 yard (tackle by Montez Sweat)
145,4,5:52,1,10,DEN 35,35,24,Russell Wilson pass incomplete short right intended for Courtland Sutton (defended by Emmanuel Forbes)
146,4,5:45,2,10,DEN 35,35,24,Russell Wilson pass complete deep middle to Courtland Sutton for 21 yards (tackle by Kamren Curl and Cody Barton)
147,4,5:17,1,10,WAS 44,35,24,Russell Wilson sacked by Casey Toohill for no gain
148,4,4:36,2,10,WAS 44,35,24,Russell Wilson scrambles right tackle for 15 yards (tackle by Darrick Forrest)
149,4,3:52,1,10,WAS 29,35,24,Russell Wilson pass incomplete short right
150,4,3:46,2,10,WAS 29,35,24,"Russell Wilson pass complete short left to Javonte Williams for 5 yards (tackle by Benjamin St-Juste and Cody Barton). Penalty on Chase Young: Roughing the Passer, 12 yards (accepted) "
151,4,3:37,1,10,WAS 12,35,24,Russell Wilson pass complete short left to Lil'Jordan Humphrey for 4 yards (tackle by Benjamin St-Juste and Cody Barton)
152,4,3:03,2,6,WAS 8,35,24,Russell Wilson pass complete short left to Samaje Perine for 5 yards (tackle by Cody Barton and Kamren Curl)
153,4,2:34,3,1,WAS 3,35,24,Russell Wilson right guard for 2 yards (tackle by Jamin Davis and Cody Barton)
154,4,2:07,1,1,WAS 1,35,24,Russell Wilson sacked by Montez Sweat for -7 yards
155,4,2:00,2,8,WAS 8,35,24,"Penalty on Chase Young: Neutral Zone Infraction, 4 yards (accepted) (no play)"
156,4,2:00,2,4,WAS 4,35,24,Russell Wilson pass incomplete short right intended for Adam Trautman
157,4,1:57,3,4,WAS 4,35,24,Russell Wilson sacked by and Montez Sweat for -10 yards and Chase Young for -10 yards
158,4,1:53,4,14,WAS 14,35,27,Wil Lutz 32 yard field goal good
159,4,1:50,0,0,DEN 35,35,27,"Wil Lutz kicks onside 22 yards, returned by Chris Rodriguez for no gain"
160,4,1:49,1,10,WAS 43,35,27,Brian Robinson right guard for 2 yards (tackle by Justin Simmons and Jonathon Cooper)
161,4,1:44,2,8,WAS 45,35,27,Brian Robinson up the middle for -3 yards (tackle by Randy Gregory and Zach Allen)
162,4,1:41,3,11,WAS 42,35,27,Brian Robinson right tackle for 2 yards (tackle by Randy Gregory and D.J. Jones)
163,4,0:56,4,9,WAS 44,35,27,"Tress Way punts 43 yards, fair catch by Marvin Mims at DEN-13"
164,4,0:48,1,10,DEN 13,35,27,"Penalty on Mike McGlinchey: False Start, 5 yards (accepted) (no play)"
165,4,0:48,1,15,DEN 8,35,27,Russell Wilson pass complete short right to Courtland Sutton for 12 yards (tackle by Emmanuel Forbes)
166,4,0:42,2,3,DEN 20,35,27,Russell Wilson pass incomplete short left intended for Brandon Johnson
167,4,0:35,3,3,DEN 20,35,27,Russell Wilson pass incomplete short left intended for Jerry Jeudy (defended by Kendall Fuller)
168,4,0:28,4,3,DEN 20,35,27,Russell Wilson scrambles left end for 14 yards (tackle by Kamren Curl)
169,4,0:10,1,10,DEN 34,35,27,Russell Wilson spiked the ball
170,4,0:09,2,10,DEN 34,35,27,Russell Wilson pass complete deep left to Courtland Sutton for 16 yards
171,4,0:03,1,10,WAS 50,35,33,"Russell Wilson pass complete deep middle to Brandon Johnson for 50 yards, touchdown"
172,4,0:00,0,0,WAS 2,35,33,Two Point Attempt: Russell Wilson pass incomplete intended for intended for Courtland Sutton
