,quarter,time,down,togo,location,away_team,home_team,detail
68,2,1:52,1,10,ARI 43,7,7,Lamar Jackson pass incomplete short right intended for Mark Andrews
69,2,1:48,2,10,ARI 43,7,7,Lamar Jackson pass complete short right to Justice Hill for 24 yards (tackle by Antonio Hamilton)
70,2,1:41,1,10,ARI 19,7,7,Lamar Jackson right end for 1 yard (tackle by Budda Baker)
71,2,1:04,2,9,ARI 18,7,7,Lamar Jackson pass complete short left to Mark Andrews for 12 yards (tackle by Kyzir White)
72,2,1:00,1,6,ARI 6,7,7,Gus Edwards up the middle for 5 yards (tackle by Kyzir White and Leki Fotu)
73,2,0:25,2,1,ARI 1,13,7,"Gus Edwards up the middle for 1 yard, touchdown"
74,2,0:20,0,0,ARI 15,14,7,Justin Tucker kicks extra point good
75,2,0:20,0,0,BAL 35,14,7,"Justin Tucker kicks off 68 yards, returned by Andre Baccellia for 22 yards (tackle by Malik Harrison)"
76,2,0:15,1,10,ARI 19,14,7,Joshua Dobbs kneels for -1 yards
77,3,15:00,0,0,ARI 35,14,7,"Matt Prater kicks off 65 yards, touchback."
78,3,15:00,1,10,BAL 25,14,7,Gus Edwards up the middle for 5 yards (tackle by Kyzir White and Dante Stills)
79,3,14:23,2,5,BAL 30,14,7,"Lamar Jackson pass incomplete deep right intended for Odell Beckham. Penalty on Antonio Hamilton: Defensive Holding, 5 yards (accepted) (no play)"
80,3,14:17,1,10,BAL 35,14,7,Lamar Jackson pass complete short right to Justice Hill for -3 yards (tackle by Zaven Collins)
81,3,13:35,2,13,BAL 32,14,7,Lamar Jackson sacked by and Dante Stills for -4 yards and Victor Dimukeje for -4 yards
82,3,12:50,3,17,BAL 28,14,7,Lamar Jackson pass incomplete deep right intended for Zay Flowers
83,3,12:43,4,17,BAL 28,14,7,"Jordan Stout punts 59 yards, returned by Rondale Moore for 11 yards (tackle by DeAndre Houston-Carson)"
84,3,12:31,1,10,ARI 24,14,7,Emari Demercado right tackle for 9 yards (tackle by Justin Madubuike)
85,3,11:58,2,1,ARI 33,14,7,Emari Demercado up the middle for 5 yards (tackle by Michael Pierce and Brent Urban)
86,3,11:24,1,10,ARI 38,14,7,Joshua Dobbs pass incomplete deep middle intended for Trey McBride
87,3,11:19,2,10,ARI 38,14,7,Emari Demercado right tackle for -1 yards (tackle by Michael Pierce)
88,3,10:39,3,11,ARI 37,14,7,"Joshua Dobbs sacked by Michael Pierce for -22 yards. Joshua Dobbs fumbles (forced by Michael Pierce), recovered by Hjalte Froholdt at ARI-12 (tackle by Michael Pierce)"
89,3,9:51,4,36,ARI 12,14,7,"Blake Gillikin punts 66 yards, returned by Devin Duvernay for 8 yards (tackle by Dennis Gardeck)"
90,3,9:41,1,10,BAL 30,14,7,Justice Hill left tackle for 2 yards (tackle by BJ Ojulari)
91,3,9:03,2,8,BAL 32,14,7,Lamar Jackson pass complete short left to Mark Andrews for 13 yards (tackle by Kyzir White and Jalen Thompson)
92,3,8:20,1,10,BAL 45,14,7,Lamar Jackson pass incomplete short right
93,3,8:11,2,10,BAL 45,14,7,Lamar Jackson pass complete short right to Zay Flowers for 2 yards (tackle by Antonio Hamilton)
94,3,7:31,3,8,BAL 47,14,7,Lamar Jackson pass incomplete deep right intended for Odell Beckham
95,3,7:27,4,8,BAL 47,14,7,"Jordan Stout punts 45 yards, fair catch by Rondale Moore at ARI-8"
96,3,7:20,1,10,ARI 8,14,7,Emari Demercado up the middle for no gain (tackle by Travis Jones)
97,3,6:45,2,10,ARI 8,14,7,Emari Demercado left tackle for 5 yards (tackle by Travis Jones)
98,3,6:08,3,5,ARI 13,14,7,Joshua Dobbs pass complete short middle to Trey McBride for 8 yards (tackle by Kyle Hamilton and Roquan Smith)
99,3,5:31,1,10,ARI 21,14,7,Rondale Moore left end for 6 yards (tackle by Geno Stone and Odafe Oweh)
100,3,4:47,2,4,ARI 27,14,7,Emari Demercado up the middle for no gain (tackle by Justin Madubuike and Tavius Robinson)
101,3,4:08,3,4,ARI 27,14,7,Joshua Dobbs pass incomplete short left intended for Trey McBride (defended by Kyle Hamilton)
102,3,4:02,4,4,ARI 27,14,7,Blake Gillikin punts 33 yards downed by Geoff Swaim
103,3,3:52,1,10,BAL 40,14,7,Gus Edwards up the middle for 2 yards (tackle by Budda Baker)
104,3,3:16,2,8,BAL 42,14,7,Lamar Jackson sacked by BJ Ojulari for -10 yards
105,3,2:33,3,18,BAL 32,14,7,Lamar Jackson pass complete short left to Justice Hill for 14 yards (tackle by Budda Baker)
106,3,1:57,4,4,BAL 46,14,7,"Jordan Stout punts 44 yards, fair catch by Rondale Moore at ARI-10"
107,3,1:51,1,10,ARI 10,14,7,Joshua Dobbs pass short left intended for Trey McBride is intercepted by Geno Stone at ARI-24 and returned for 1 yard
108,3,1:45,1,10,ARI 23,14,7,Lamar Jackson pass complete short right to Isaiah Likely for 10 yards (tackle by Jalen Thompson)
109,3,1:12,1,10,ARI 13,14,7,Gus Edwards up the middle for 6 yards (tackle by Jonathan Ledbetter and Jesse Luketa)
110,3,0:45,2,4,ARI 7,20,7,"Gus Edwards left tackle for 7 yards, touchdown"
111,3,0:40,0,0,ARI 15,21,7,Justin Tucker kicks extra point good
112,3,0:40,0,0,BAL 35,21,7,"Justin Tucker kicks off 65 yards, touchback."
113,3,0:40,1,10,ARI 25,21,7,Keaontay Ingram right tackle for -5 yards (tackle by Arthur Maulet)
114,3,0:01,2,15,ARI 20,21,7,Joshua Dobbs pass complete short left to Trey McBride for -3 yards (tackle by Kyle Hamilton)
115,4,15:00,3,18,ARI 17,21,7,Joshua Dobbs pass complete short left to Emari Demercado for 1 yard (tackle by Brandon Stephens)
116,4,14:25,4,17,ARI 18,21,7,"Blake Gillikin punts 58 yards, returned by Devin Duvernay for 9 yards (tackle by Elijah Higgins and Owen Pappoe)"
117,4,14:16,1,10,BAL 33,21,7,Gus Edwards right tackle for 8 yards (tackle by Kyzir White and Jonathan Ledbetter)
118,4,13:40,2,2,BAL 41,21,7,Gus Edwards up the middle for 7 yards (tackle by Jalen Thompson)
119,4,12:59,1,10,BAL 48,21,7,Gus Edwards up the middle for 5 yards (tackle by Jonathan Ledbetter)
120,4,12:24,2,5,ARI 47,21,7,Gus Edwards left tackle for 10 yards (tackle by Zaven Collins and Cameron Thomas)
121,4,11:39,1,10,ARI 37,21,7,Lamar Jackson pass incomplete deep left intended for Nelson Agholor (no play)
122,4,11:39,1,15,ARI 42,21,7,Justice Hill up the middle for 7 yards (tackle by Marco Wilson)
123,4,11:00,2,8,ARI 35,21,7,Lamar Jackson sacked by Ben Stille for no gain
124,4,10:19,3,8,ARI 35,21,7,Lamar Jackson pass complete short right to Rashod Bateman for 5 yards (tackle by Starling Thomas)
125,4,9:33,4,3,ARI 30,24,7,Justin Tucker 48 yard field goal good
126,4,9:27,0,0,BAL 35,24,7,"Justin Tucker kicks off 65 yards, touchback."
127,4,9:27,1,10,ARI 25,24,7,Joshua Dobbs pass complete short left to Marquise Brown for 8 yards (tackle by Patrick Queen)
128,4,9:08,2,2,ARI 33,24,7,Joshua Dobbs pass complete short middle to Rondale Moore for 4 yards (tackle by Patrick Queen)
129,4,8:46,1,10,ARI 37,24,7,Joshua Dobbs scrambles left end for 5 yards (tackle by Geno Stone)
130,4,8:19,2,5,ARI 42,24,7,Joshua Dobbs pass complete short left to Trey McBride for 3 yards (tackle by Brandon Stephens)
131,4,7:58,3,2,ARI 45,24,7,Keaontay Ingram up the middle for 14 yards (tackle by Kyle Hamilton)
132,4,7:40,1,10,BAL 41,24,7,Joshua Dobbs pass complete deep left to Michael Wilson for 29 yards (tackle by Kevon Seymour and Geno Stone)
133,4,7:13,1,10,BAL 12,24,7,Joshua Dobbs pass incomplete short left intended for Michael Wilson
134,4,7:10,2,10,BAL 12,24,7,Joshua Dobbs sacked by Justin Madubuike for -5 yards
135,4,6:44,3,15,BAL 17,24,13,"Joshua Dobbs pass complete short middle to Trey McBride for 17 yards, touchdown"
136,4,6:32,0,0,BAL 2,24,15,"Two Point Attempt: Joshua Dobbs rushes, conversion succeeds."
137,4,6:32,0,0,ARI 35,24,15,"Matt Prater kicks off 59 yards,"
138,4,6:32,1,10,BAL 25,24,15,Gus Edwards right tackle for 6 yards (tackle by Victor Dimukeje)
139,4,6:26,2,4,BAL 31,24,15,Gus Edwards left tackle for 3 yards (tackle by Budda Baker)
140,4,6:22,3,1,BAL 34,24,15,Gus Edwards right tackle for 3 yards (tackle by Dante Stills)
141,4,6:17,1,10,BAL 37,24,15,Gus Edwards left tackle for -3 yards (tackle by Kyzir White)
142,4,5:39,2,13,BAL 34,24,15,"Rashod Bateman left end for 18 yards (tackle by Marco Wilson). Penalty on Jalen Thompson: Unnecessary Roughness / Defense, 15 yards (accepted) "
143,4,5:06,1,10,ARI 33,24,15,Lamar Jackson right end for 13 yards (tackle by Jalen Thompson)
144,4,4:23,1,10,ARI 20,24,15,Justice Hill right tackle for no gain (tackle by Dante Stills)
145,4,3:43,2,10,ARI 20,24,15,Lamar Jackson up the middle for 3 yards (tackle by Jonathan Ledbetter)
146,4,3:01,3,7,ARI 17,24,15,"Lamar Jackson pass incomplete deep right intended for Odell Beckham. Penalty on Antonio Hamilton: Defensive Pass Interference, 16 yards (accepted) (no play)"
147,4,2:56,1,1,ARI 1,30,15,"Gus Edwards up the middle for 1 yard, touchdown"
148,4,2:51,0,0,ARI 15,31,15,Justin Tucker kicks extra point good
149,4,2:51,0,0,BAL 35,31,15,"Justin Tucker kicks off 65 yards, touchback."
150,4,2:51,1,10,ARI 25,31,15,Joshua Dobbs pass complete short left to Michael Wilson for 14 yards (tackle by Brandon Stephens)
151,4,2:24,1,10,ARI 39,31,15,"Joshua Dobbs pass complete deep left to Trey McBride for 21 yards (tackle by Geno Stone) Replay Assistant challenged the runner was in bounds ruling, and the original play was overturned. Joshua Dobbs pass complete deep left to Trey McBride for 21 yards (tackle by Geno Stone)"
152,4,2:22,1,10,BAL 40,31,15,Joshua Dobbs pass complete short middle to Keaontay Ingram for 7 yards (tackle by Roquan Smith)
153,4,2:05,2,3,BAL 33,31,15,Joshua Dobbs pass complete short right to Trey McBride for 8 yards (tackle by Roquan Smith)
154,4,2:00,1,10,BAL 25,31,15,Joshua Dobbs scrambles right end for 13 yards (tackle by Patrick Queen)
155,4,1:53,1,10,BAL 12,31,15,Joshua Dobbs pass complete short left to Rondale Moore for 6 yards (tackle by Brandon Stephens)
156,4,1:46,2,4,BAL 6,31,15,Joshua Dobbs pass incomplete short right intended for Marquise Brown
157,4,1:41,3,4,BAL 6,31,15,Joshua Dobbs pass complete short right to Trey McBride for 3 yards (tackle by Kyle Hamilton)
158,4,1:20,4,1,BAL 3,31,15,"Penalty on Tavius Robinson: Defensive Offside, 2 yards (accepted) (no play)"
159,4,1:20,1,1,BAL 1,31,15,Joshua Dobbs pass incomplete short right intended for Trey McBride
160,4,1:18,2,1,BAL 1,31,21,"Joshua Dobbs pass complete short left to Marquise Brown for 1 yard, touchdown"
161,4,1:14,0,0,BAL 2,31,21,"Two Point Attempt: Joshua Dobbs rushes, conversion succeeds.. Penalty on Paris Johnson: Offensive Holding, 10 yards (accepted) (no play)"
162,4,1:14,0,0,BAL 12,31,21,Two Point Attempt: Joshua Dobbs pass incomplete to Marquise Brown for no gain
163,4,1:14,0,0,ARI 35,31,21,"Matt Prater kicks onside 14 yards, recovered by Owen Pappoe"
164,4,1:11,1,10,ARI 50,31,21,Joshua Dobbs pass complete short left to Marquise Brown for 4 yards (tackle by Roquan Smith)
165,4,1:02,2,6,BAL 46,31,21,Joshua Dobbs pass incomplete deep left intended for Marquise Brown
166,4,0:59,3,6,BAL 46,31,21,Joshua Dobbs pass complete short middle to Trey McBride for 22 yards (tackle by Patrick Queen)
167,4,0:34,1,10,BAL 24,31,21,Joshua Dobbs pass incomplete deep left intended for Zach Pascal
168,4,0:29,2,10,BAL 24,31,21,"Penalty on Leki Fotu: False Start, 5 yards (accepted) (no play)"
169,4,0:29,2,15,BAL 29,31,24,Matt Prater 47 yard field goal good
170,4,0:26,0,0,ARI 35,31,24,"Matt Prater kicks onside 13 yards,"
171,4,0:25,1,10,ARI 48,31,24,Lamar Jackson kneels for -1 yards
