,quarter,time,down,togo,location,away_team,home_team,detail
25,1,4:13,2,2,LAC 45,0,0,Trevor Lawrence pass incomplete short left intended for Christian Kirk (defended by Chris Rumph)
26,1,4:11,3,2,LAC 45,0,0,Trevor Lawrence pass complete short right to James Robinson for 4 yards (tackle by Drue Tranquill)
27,1,3:28,1,10,LAC 41,0,0,"Penalty on Christian Kirk: False Start, 5 yards (accepted) (no play)"
28,1,3:07,1,15,LAC 46,0,0,Trevor Lawrence pass incomplete deep right intended for Marvin Jones
29,1,3:01,2,15,LAC 46,0,0,Trevor Lawrence pass complete short middle to Jamal Agnew for 17 yards (tackle by Kenneth Murray and Derwin James)
30,1,2:40,1,10,LAC 29,0,0,Trevor Lawrence pass complete short left to James Robinson for 5 yards (tackle by Kyle Van Noy)
31,1,1:58,2,5,LAC 24,0,0,James Robinson left tackle for 13 yards (tackle by Drue Tranquill and Nasir Adderley)
32,1,1:19,1,10,LAC 11,0,0,James Robinson right tackle for 1 yard (tackle by Drue Tranquill)
33,1,0:44,2,9,LAC 10,0,0,Trevor Lawrence pass incomplete short right intended for Marvin Jones
34,1,0:39,3,9,LAC 10,0,0,Trevor Lawrence pass complete short middle to Marvin Jones for 6 yards (tackle by Drue Tranquill)
35,2,15:00,4,3,LAC 4,3,0,Riley Patterson 22 yard field goal good
36,2,14:57,0,0,JAX 35,3,0,"Riley Patterson kicks off 61 yards, returned by DeAndre Carter for 14 yards (tackle by Andre Cisco). Penalty on Joshua Kelley: Offensive Holding, 9 yards (accepted) "
37,2,14:49,1,10,LAC 9,3,0,Justin Herbert pass short left (defended by Tyson Campbell) intended for Sony Michel is intercepted by Devin Lloyd at LAC-15 and returned for 10 yards (tackle by Gerald Everett)
38,2,14:41,1,5,LAC 5,3,0,Zay Jones right end for no gain (tackle by Kyle Van Noy)
39,2,14:04,2,5,LAC 5,3,0,Trevor Lawrence pass incomplete short middle
40,2,13:59,3,5,LAC 5,3,0,Trevor Lawrence pass incomplete short left intended for Christian Kirk (defended by Asante Samuel)
41,2,13:55,4,5,LAC 5,6,0,Riley Patterson 23 yard field goal good
42,2,13:52,0,0,JAX 35,6,0,"Riley Patterson kicks off 65 yards, touchback."
43,2,13:52,1,10,LAC 25,6,0,Sony Michel left guard for 8 yards (tackle by Dawuane Smoot)
44,2,13:16,2,2,LAC 33,6,0,Sony Michel right guard for 6 yards (tackle by Darious Williams and Tre Herndon)
45,2,12:42,1,10,LAC 39,6,0,Justin Herbert pass incomplete short right
46,2,12:38,2,10,LAC 39,6,0,Justin Herbert pass incomplete short right intended for Gerald Everett
47,2,12:34,3,10,LAC 39,6,0,"Justin Herbert sacked by Dawuane Smoot for -11 yards. Justin Herbert fumbles (forced by Dawuane Smoot), recovered by Foyesade Oluokun at LAC-28 (tackle by Dawuane Smoot)"
48,2,12:21,1,10,LAC 28,6,0,Travis Etienne right guard for 2 yards (tackle by Kyle Van Noy)
49,2,11:43,2,8,LAC 26,6,0,Trevor Lawrence pass incomplete short right intended for Evan Engram (defended by Derwin James)
50,2,11:39,3,8,LAC 26,6,0,Trevor Lawrence pass complete short left to Evan Engram for 9 yards (tackle by Michael Davis)
51,2,11:09,1,10,LAC 17,6,0,Travis Etienne left tackle for 3 yards (tackle by Khalil Mack and Derwin James)
52,2,10:30,2,7,LAC 14,12,0,"Trevor Lawrence pass complete short right to Zay Jones for 14 yards, touchdown"
53,2,10:23,0,0,LAC 15,13,0,Riley Patterson kicks extra point good
54,2,10:23,0,0,JAX 35,13,0,"Riley Patterson kicks off 65 yards, touchback."
55,2,10:23,1,10,LAC 25,13,0,Justin Herbert pass complete short right to Austin Ekeler for 4 yards (tackle by Tyson Campbell)
56,2,9:49,2,6,LAC 29,13,0,Justin Herbert pass incomplete short left intended for Zander Horvath (defended by Travon Walker)
57,2,9:45,3,6,LAC 29,13,0,Justin Herbert pass complete short left to DeAndre Carter for 17 yards (tackle by Andre Cisco)
58,2,9:15,1,10,LAC 46,13,0,Sony Michel up the middle for no gain (tackle by Rayshawn Jenkins)
59,2,8:38,2,10,LAC 46,13,0,Justin Herbert pass complete short right to Josh Palmer for 11 yards (tackle by Tre Herndon)
60,2,8:10,1,10,JAX 43,13,0,Justin Herbert pass complete short middle to Sony Michel for 9 yards (tackle by Devin Lloyd and Foyesade Oluokun)
61,2,7:29,2,1,JAX 34,13,0,Justin Herbert pass complete short middle to DeAndre Carter for 8 yards (tackle by Darious Williams and Rayshawn Jenkins)
62,2,6:57,1,10,JAX 26,13,0,Justin Herbert pass complete short right to Gerald Everett for 11 yards (tackle by Darious Williams)
63,2,6:16,1,10,JAX 15,13,6,"Justin Herbert pass complete short left to Mike Williams for 15 yards, touchdown"
64,2,6:10,0,0,JAX 15,13,7,Dustin Hopkins kicks extra point good
65,2,6:10,0,0,LAC 35,13,7,"Dustin Hopkins kicks off 65 yards, touchback."
66,2,6:10,1,10,JAX 25,13,7,James Robinson right guard for 5 yards (tackle by Michael Davis)
67,2,5:37,2,5,JAX 30,13,7,James Robinson right tackle for no gain (tackle by Sebastian Joseph-Day and Kyle Van Noy)
68,2,4:55,3,5,JAX 30,13,7,Trevor Lawrence pass complete short middle to Zay Jones for 14 yards (tackle by Asante Samuel)
69,2,4:12,1,10,JAX 44,13,7,"Trevor Lawrence pass complete deep right to Christian Kirk for 35 yards (tackle by Nasir Adderley). Penalty on Alohi Gilman: Defensive Holding, 5 yards (declined) "
70,2,4:03,1,10,LAC 21,13,7,Trevor Lawrence pass complete short left to James Robinson for 7 yards (tackle by Drue Tranquill)
71,2,3:13,2,3,LAC 14,13,7,James Robinson up the middle for 1 yard (tackle by Drue Tranquill)
72,2,2:32,3,2,LAC 13,13,7,Trevor Lawrence pass complete short left to Zay Jones for 3 yards (tackle by Michael Davis)
73,2,2:00,1,10,LAC 10,13,7,James Robinson left end for -1 yards (tackle by Kyle Van Noy and Michael Davis)
74,2,1:15,2,11,LAC 11,13,7,"Trevor Lawrence pass complete short left to Evan Engram for no gain, touchdown Replay Assistant challenged the pass completion ruling, and the original play was overturned. Trevor Lawrence pass incomplete short left intended for Evan Engram (defended by Drue Tranquill)"
75,2,1:15,3,11,LAC 11,13,7,Trevor Lawrence scrambles up the middle for 6 yards (tackle by Derwin James)
76,2,1:04,4,5,LAC 5,16,7,Riley Patterson 23 yard field goal good
77,2,1:02,0,0,JAX 35,16,7,"Riley Patterson kicks off 65 yards, touchback."
78,2,1:02,1,10,LAC 25,16,7,Justin Herbert pass complete short right to Austin Ekeler for 12 yards (tackle by Devin Lloyd and Travon Walker)
79,2,0:36,1,10,LAC 37,16,7,"Penalty on Trey Pipkins: False Start, 5 yards (accepted) (no play)"
80,2,0:38,1,15,LAC 32,16,7,Justin Herbert pass complete short left to Austin Ekeler for 4 yards (tackle by Devin Lloyd)
81,2,0:30,2,11,LAC 36,16,7,Justin Herbert pass incomplete short middle intended for Gerald Everett
82,2,0:27,3,11,LAC 36,16,7,Justin Herbert pass incomplete deep left intended for Mike Williams
83,2,0:23,4,11,LAC 36,16,7,"JK Scott punts 41 yards, returned by Jamal Agnew for -2 yards (tackle by Drue Tranquill)"
84,2,0:11,1,10,JAX 21,16,7,Trevor Lawrence kneels for -1 yards
85,3,15:00,0,0,JAX 35,16,7,"Riley Patterson kicks off 65 yards, touchback."
86,3,15:00,1,10,LAC 25,16,7,"Austin Ekeler left end for 2 yards (tackle by Devin Lloyd and Andre Cisco). Penalty on Tre' McKitty: Offensive Holding, 10 yards (accepted) "
87,3,14:48,1,18,LAC 17,16,7,Justin Herbert pass incomplete deep right intended for Mike Williams
88,3,14:41,2,18,LAC 17,16,7,Austin Ekeler right guard for 3 yards (tackle by Foyesade Oluokun and Travon Walker)
89,3,14:01,3,15,LAC 20,16,7,Justin Herbert pass complete deep middle to Jalen Guyton for 54 yards (tackle by Rayshawn Jenkins)
90,3,13:27,1,10,JAX 26,16,7,Sony Michel left end for 2 yards (tackle by Roy Robertson-Harris)
91,3,12:55,2,8,JAX 24,16,7,Justin Herbert pass complete short right to Josh Palmer for 17 yards (tackle by Tre Herndon)
92,3,12:11,1,7,JAX 7,16,7,Justin Herbert pass incomplete short right
93,3,12:05,2,7,JAX 7,16,7,Justin Herbert pass incomplete short right
94,3,11:58,3,7,JAX 7,16,7,Justin Herbert pass incomplete short middle
95,3,11:54,4,7,JAX 7,16,10,Dustin Hopkins 25 yard field goal good
96,3,11:51,0,0,LAC 35,16,10,"Dustin Hopkins kicks off 65 yards, touchback."
97,3,11:51,1,10,JAX 25,16,10,Trevor Lawrence pass complete short right to Zay Jones for 16 yards (tackle by Derwin James)
98,3,11:17,1,10,JAX 41,16,10,Trevor Lawrence pass incomplete short left intended for Jamycal Hasty
99,3,11:12,2,10,JAX 41,16,10,Trevor Lawrence pass complete short right to Christian Kirk for 9 yards
100,3,11:01,3,1,JAX 50,16,10,Trevor Lawrence pass incomplete short middle intended for Christian Kirk
101,3,10:47,4,1,JAX 50,22,10,"James Robinson left tackle for 50 yards, touchdown"
102,3,10:38,0,0,LAC 15,23,10,Riley Patterson kicks extra point good
103,3,10:38,0,0,JAX 35,23,10,"Riley Patterson kicks off 65 yards, touchback."
104,3,10:38,1,10,LAC 25,23,10,Justin Herbert pass incomplete deep right intended for Gerald Everett (defended by Devin Lloyd)
105,3,10:33,2,10,LAC 25,23,10,Justin Herbert pass incomplete short left intended for Josh Palmer
106,3,10:28,3,10,LAC 25,23,10,Justin Herbert pass complete short left to DeAndre Carter for 6 yards (tackle by Devin Lloyd)
107,3,9:56,4,4,LAC 31,23,10,"JK Scott punts 42 yards, returned by Jamal Agnew for 13 yards (tackle by Chris Rumph and Ja'Sir Taylor)"
108,3,9:42,1,10,JAX 40,23,10,James Robinson left tackle for 2 yards (tackle by Jerry Tillery and Sebastian Joseph-Day)
109,3,9:08,2,8,JAX 42,23,10,Trevor Lawrence pass complete short right to Travis Etienne for 9 yards (tackle by Asante Samuel and Nasir Adderley)
110,3,8:30,1,10,LAC 49,23,10,"Penalty on Kyle Van Noy: Neutral Zone Infraction, 5 yards (accepted) (no play)"
111,3,8:26,1,5,LAC 44,23,10,Travis Etienne up the middle for -1 yards (tackle by Kenneth Murray)
112,3,7:40,2,6,LAC 45,23,10,Travis Etienne up the middle for 6 yards (tackle by Khalil Mack)
113,3,7:12,1,10,LAC 39,23,10,Travis Etienne up the middle for 5 yards (tackle by Otito Ogbonnia)
114,3,6:33,2,5,LAC 34,23,10,Trevor Lawrence pass complete short left to Christian Kirk for 6 yards (tackle by Asante Samuel)
115,3,5:58,1,10,LAC 28,23,10,Travis Etienne left guard for -2 yards (tackle by Sebastian Joseph-Day)
116,3,5:17,2,12,LAC 30,23,10,Trevor Lawrence pass complete short middle to Zay Jones for 15 yards (tackle by Derwin James and Michael Davis)
117,3,4:40,1,10,LAC 15,23,10,Travis Etienne left tackle for 9 yards (tackle by Drue Tranquill and Bryce Callahan)
118,3,4:00,2,1,LAC 6,23,10,Evan Engram up the middle for no gain (tackle by Drue Tranquill)
119,3,3:18,3,1,LAC 6,23,10,James Robinson right guard for no gain (tackle by Sebastian Joseph-Day)
120,3,2:40,4,1,LAC 6,23,10,Trevor Lawrence up the middle for 2 yards (tackle by Derwin James and Drue Tranquill)
121,3,1:56,1,4,LAC 4,23,10,James Robinson up the middle for no gain (tackle by Otito Ogbonnia and Chris Rumph)
122,3,1:18,2,4,LAC 4,29,10,"Trevor Lawrence pass complete short right to Christian Kirk for 4 yards, touchdown"
123,3,1:15,0,0,LAC 2,31,10,Two Point Attempt: Trevor Lawrence pass complete to to Evan Engram for no gain
124,3,1:15,0,0,JAX 35,31,10,"Riley Patterson kicks off 65 yards, touchback."
125,3,1:15,1,10,LAC 25,31,10,Sony Michel left tackle for 6 yards (tackle by Devin Lloyd)
126,3,0:58,2,4,LAC 31,31,10,"Justin Herbert pass incomplete deep left intended for Josh Palmer. Penalty on Storm Norton: Offensive Holding, 10 yards (accepted) (no play)"
127,3,0:52,2,14,LAC 21,31,10,Justin Herbert pass complete short left to Josh Palmer for 7 yards (tackle by Rayshawn Jenkins)
128,3,0:29,3,7,LAC 28,31,10,Justin Herbert pass complete short left to Josh Palmer for 45 yards (tackle by Tyson Campbell)
129,4,15:00,1,10,JAX 27,31,10,DeAndre Carter right end for -5 yards (tackle by Tyson Campbell)
130,4,14:22,2,15,JAX 32,31,10,Justin Herbert pass incomplete short middle intended for Gerald Everett (defended by Devin Lloyd)
131,4,14:16,3,15,JAX 32,31,10,"Justin Herbert pass incomplete short right intended for Josh Palmer. Penalty on Storm Norton: Offensive Holding, 10 yards (declined) "
132,4,14:10,4,15,JAX 32,31,10,Justin Herbert pass incomplete deep right intended for Mike Williams
133,4,14:04,1,10,JAX 32,31,10,Trevor Lawrence pass complete short right to Zay Jones for 6 yards (tackle by Drue Tranquill)
134,4,13:32,2,4,JAX 38,31,10,James Robinson right guard for 1 yard (tackle by Khalil Mack)
135,4,12:46,3,3,JAX 39,31,10,James Robinson right tackle for 3 yards (tackle by Austin Johnson)
136,4,12:05,1,10,JAX 42,31,10,James Robinson right tackle for no gain (tackle by Khalil Mack and Austin Johnson)
137,4,11:25,2,10,JAX 42,31,10,Trevor Lawrence pass complete short right to Christian Kirk for 4 yards (tackle by Michael Davis)
138,4,10:43,3,6,JAX 46,31,10,Trevor Lawrence pass complete short middle to Marvin Jones for 8 yards (tackle by Michael Davis)
139,4,10:06,1,10,LAC 46,31,10,Travis Etienne up the middle for -4 yards (tackle by Sebastian Joseph-Day)
140,4,9:27,2,14,LAC 50,31,10,Trevor Lawrence pass complete short left to Zay Jones for 8 yards (tackle by Drue Tranquill)
141,4,8:42,3,6,LAC 42,31,10,Trevor Lawrence pass complete short right to Travis Etienne for 16 yards (tackle by Bryce Callahan)
142,4,7:54,1,10,LAC 26,31,10,Travis Etienne up the middle for 8 yards (tackle by Michael Davis)
143,4,7:08,2,2,LAC 18,31,10,Travis Etienne left end for 9 yards (tackle by Otito Ogbonnia)
144,4,6:24,1,9,LAC 9,31,10,Travis Etienne right guard for -1 yards (tackle by Otito Ogbonnia)
145,4,5:40,2,10,LAC 10,31,10,Trevor Lawrence pass complete short left to Zay Jones for -1 yards (tackle by Bryce Callahan)
146,4,4:59,3,11,LAC 11,37,10,"Trevor Lawrence pass complete short left to Marvin Jones for 11 yards, touchdown"
147,4,4:54,0,0,LAC 15,38,10,Riley Patterson kicks extra point good
148,4,4:54,0,0,JAX 35,38,10,"Riley Patterson kicks off 67 yards, returned by DeAndre Carter for 27 yards (tackle by Tre Herndon and Tim Jones)"
149,4,4:47,1,10,LAC 25,38,10,Justin Herbert pass complete short left to Austin Ekeler for 4 yards (tackle by Tyson Campbell)
150,4,4:41,2,6,LAC 29,38,10,Justin Herbert pass incomplete short right intended for Josh Palmer (defended by Darious Williams)
151,4,4:37,3,6,LAC 29,38,10,Justin Herbert scrambles for 7 yards (tackle by Foyesade Oluokun)
152,4,4:30,1,10,LAC 36,38,10,Justin Herbert pass complete to Austin Ekeler for 10 yards (tackle by Andre Cisco and Darious Williams)
153,4,3:47,1,10,LAC 46,38,10,Justin Herbert pass complete short right to Austin Ekeler for 6 yards (tackle by Foyesade Oluokun)
154,4,3:10,2,4,JAX 48,38,10,Justin Herbert pass complete to Josh Palmer for 6 yards (tackle by Tre Herndon)
155,4,2:35,1,10,JAX 42,38,10,Justin Herbert pass complete short middle to Jalen Guyton for 10 yards (tackle by Devin Lloyd)
156,4,2:00,1,10,JAX 32,38,10,Justin Herbert pass incomplete deep left intended for Jalen Guyton (defended by Tre Herndon)
157,4,1:54,2,10,JAX 32,38,10,Justin Herbert pass complete short right to Joshua Kelley for -2 yards (tackle by Arden Key and Andre Cisco)
158,4,1:19,3,12,JAX 34,38,10,Justin Herbert pass complete short right to Josh Palmer for 13 yards (tackle by Tre Herndon)
159,4,1:08,1,10,JAX 21,38,10,"Justin Herbert pass incomplete intended for Josh Palmer. Penalty on Foyesade Oluokun: Defensive Holding, 5 yards (accepted) (no play)"
160,4,1:03,1,10,JAX 16,38,10,Justin Herbert pass incomplete short left intended for Mike Williams (defended by Josh Allen)
161,4,0:57,2,10,JAX 16,38,10,Justin Herbert pass complete short left to Joshua Kelley for 8 yards (tackle by Foyesade Oluokun)
162,4,0:45,3,2,JAX 8,38,10,Joshua Kelley left tackle for -3 yards (tackle by Adam Gotsis)
163,4,0:06,4,5,JAX 11,38,10,Justin Herbert pass incomplete short right intended for DeAndre Carter
164,4,0:03,1,10,JAX 11,38,10,C.J. Beathard kneels for -1 yards
