,quarter,time,down,togo,location,away_team,home_team,detail
21,1,7:12,1,10,MIA 17,3,10,Aaron Rodgers pass complete short left to Aaron Jones for 2 yards (tackle by Elandon Roberts)
22,1,6:34,2,8,MIA 15,3,10,Aaron Rodgers pass incomplete intended for Christian Watson (defended by Keion Crossen)
23,1,6:24,3,8,MIA 15,3,10,Aaron Rodgers scrambles left guard for 12 yards (tackle by Verone McKinley)
24,1,5:40,1,3,MIA 3,3,10,Aaron Rodgers pass complete short middle to Christian Watson for -2 yards (tackle by Jevon Holland and Elandon Roberts)
25,1,5:09,2,5,MIA 5,3,10,Aaron Rodgers pass incomplete short middle intended for Allen Lazard (defended by Eric Rowe)
26,1,4:58,3,5,MIA 5,3,10,Aaron Rodgers pass complete short right to Christian Watson for 4 yards (tackle by Jevon Holland)
27,1,4:14,4,1,MIA 1,9,10,"Aaron Rodgers pass complete short left to Marcedes Lewis for 1 yard, touchdown"
28,1,4:10,0,0,MIA 15,10,10,Mason Crosby kicks extra point good
29,1,4:10,0,0,GNB 35,10,10,"Mason Crosby kicks off 49 yards, returned by Raheem Mostert for 9 yards (tackle by Innis Gaines)"
30,1,4:05,1,10,MIA 25,10,10,Jeff Wilson left tackle for 12 yards (tackle by Adrian Amos)
31,1,3:22,1,10,MIA 37,10,10,Tua Tagovailoa pass complete short middle to Tyreek Hill for 18 yards (tackle by Jaire Alexander)
32,1,2:41,1,10,GNB 45,10,10,Jeff Wilson up the middle for 6 yards (tackle by Preston Smith)
33,1,1:55,2,4,GNB 39,10,10,"Tua Tagovailoa scrambles up the middle for no gain (tackle by Dean Lowry). Penalty on Connor Williams: Offensive Holding, 10 yards (accepted) (no play)"
34,1,1:25,2,14,GNB 49,10,10,"Tua Tagovailoa aborted snap, recovered by Tua Tagovailoa at MIA-44 Tua Tagovailoa for no gain"
35,1,0:42,3,21,MIA 44,10,10,Tua Tagovailoa pass incomplete short right intended for Jeff Wilson
36,1,0:39,4,21,MIA 44,10,10,"Thomas Morstead punts 46 yards, returned by Randall Cobb for 2 yards (tackle by Justin Bethel)"
37,1,0:30,1,10,GNB 12,10,10,Aaron Rodgers pass complete deep left to Allen Lazard for 42 yards (tackle by Kader Kohou)
38,2,15:00,1,10,MIA 46,10,10,Aaron Jones left guard for 2 yards (tackle by Raekwon Davis)
39,2,14:20,2,8,MIA 44,10,10,Aaron Rodgers pass incomplete intended for Allen Lazard
40,2,14:14,3,8,MIA 44,10,10,Aaron Rodgers scrambles left end for 7 yards (tackle by Jaelan Phillips)
41,2,13:33,4,1,MIA 37,10,10,Aaron Rodgers pass incomplete deep left intended for Christian Watson
42,2,13:25,1,10,MIA 38,10,10,"Raheem Mostert left guard for no gain (tackle by Jaire Alexander). Penalty on Terron Armstead: Offensive Holding, 10 yards (accepted) (no play)"
43,2,12:57,1,20,MIA 28,10,10,Tua Tagovailoa pass complete deep right to Mike Gesicki for 24 yards (tackle by Adrian Amos)
44,2,12:20,1,10,GNB 48,10,10,Jeff Wilson right guard for no gain (tackle by Jarran Reed and Justin Hollins) (no play)
45,2,11:51,1,15,MIA 47,10,10,Tua Tagovailoa pass complete deep middle to Tyreek Hill for 52 yards (tackle by Rudy Ford and Adrian Amos)
46,2,10:55,1,1,GNB 1,10,16,"Jeff Wilson right guard for 1 yard, touchdown"
47,2,10:52,0,0,GNB 15,10,17,Jason Sanders kicks extra point good
48,2,10:52,0,0,MIA 35,10,17,"Jason Sanders kicks off 63 yards, returned by Keisean Nixon for 20 yards (tackle by Jevon Holland). Penalty on Kingsley Enagbare: Offensive Holding, 10 yards (accepted) "
49,2,10:46,1,10,GNB 12,10,17,Aaron Rodgers pass complete short right to AJ Dillon for 7 yards (tackle by Xavien Howard and Jaelan Phillips)
50,2,10:10,2,3,GNB 19,10,17,AJ Dillon left guard for 1 yard (tackle by Christian Wilkins)
51,2,9:28,3,2,GNB 20,10,17,Aaron Rodgers pass incomplete short left intended for Romeo Doubs
52,2,9:21,4,2,GNB 20,10,17,Dallin Leavitt up the middle for no gain (tackle by Raekwon Davis)
53,2,9:17,1,10,GNB 20,10,17,"Raheem Mostert left end for no gain (tackle by Quay Walker and Justin Hollins). Penalty on Robert Hunt: Offensive Holding, 10 yards (accepted) (no play)"
54,2,8:57,1,20,GNB 30,10,17,Tua Tagovailoa pass complete short left to Jaylen Waddle for 12 yards (tackle by Adrian Amos)
55,2,8:10,2,8,GNB 18,10,17,Tua Tagovailoa sacked by Jarran Reed for -6 yards
56,2,7:21,3,14,GNB 24,10,17,Tua Tagovailoa pass complete short middle to Trent Sherfield for 15 yards (tackle by Adrian Amos)
57,2,6:37,1,9,GNB 9,10,17,Jeff Wilson left guard for 1 yard (tackle by Justin Hollins and Jarran Reed)
58,2,5:54,2,8,GNB 8,10,17,"Tua Tagovailoa sacked by Preston Smith for -10 yards. Tua Tagovailoa fumbles (forced by Preston Smith), recovered by Robert Hunt at GB-18 (tackle by Preston Smith)"
59,2,5:07,3,18,GNB 18,10,17,Tua Tagovailoa pass complete short left to Raheem Mostert for 2 yards (tackle by Jaire Alexander and Kingsley Enagbare)
60,2,4:23,4,16,GNB 16,10,20,Jason Sanders 34 yard field goal good
61,2,4:18,0,0,MIA 35,10,20,"Jason Sanders kicks off 70 yards, returned by Romeo Doubs for 18 yards (tackle by Clayton Fejedelem)"
62,2,4:13,1,10,GNB 13,10,20,Aaron Rodgers sacked by Eric Rowe for -3 yards
63,2,3:31,2,13,GNB 10,10,20,Aaron Rodgers pass incomplete deep right intended for Allen Lazard (defended by Xavien Howard)
64,2,3:24,3,13,GNB 10,10,20,Aaron Rodgers pass complete short middle to Christian Watson for 8 yards (tackle by Jerome Baker)
65,2,2:48,4,5,GNB 18,10,20,"Pat O'Donnell punts 46 yards, fair catch by Cedrick Wilson at MIA-36. Penalty on Eric Wilson: Illegal Formation, 5 yards (accepted) "
66,2,2:40,1,10,MIA 41,10,20,Tua Tagovailoa pass complete short right to Durham Smythe for 8 yards (tackle by Preston Smith and Devonte Wyatt)
67,2,2:00,2,2,MIA 49,10,20,"Raheem Mostert right guard for no gain. Raheem Mostert fumbles (forced by Jarran Reed), recovered by Jarran Reed at MIA-49 (tackle by Brandon Shell)"
68,2,1:55,1,10,MIA 49,10,20,Aaron Rodgers pass incomplete short left intended for AJ Dillon
69,2,1:53,2,10,MIA 49,10,20,Aaron Rodgers pass complete short right to Christian Watson for 9 yards (tackle by Jevon Holland)
70,2,1:45,3,1,MIA 40,10,20,AJ Dillon up the middle for no gain (tackle by Zach Sieler)
71,2,1:04,4,1,MIA 40,10,20,Aaron Rodgers pass complete short right to Christian Watson for 10 yards (tackle by Eric Rowe)
72,2,0:53,1,10,MIA 30,10,20,Aaron Rodgers pass incomplete short middle intended for Randall Cobb (defended by Kader Kohou)
73,2,0:50,2,10,MIA 30,10,20,Aaron Rodgers pass incomplete intended for Allen Lazard (defended by Christian Wilkins)
74,2,0:47,3,10,MIA 30,10,20,Aaron Rodgers pass complete to Romeo Doubs for 2 yards (tackle by Christian Wilkins)
75,2,0:07,4,8,MIA 28,13,20,Mason Crosby 46 yard field goal good
76,2,0:02,0,0,GNB 35,13,20,"Mason Crosby kicks off 36 yards, returned by Alec Ingold for 8 yards (tackle by Eric Wilson)"
77,3,15:00,0,0,MIA 35,13,20,"Jason Sanders kicks off 64 yards, returned by Romeo Doubs for 21 yards (tackle by Keion Crossen and Clayton Fejedelem)"
78,3,14:54,1,10,GNB 22,13,20,Aaron Jones left end for 3 yards (tackle by Christian Wilkins and Zach Sieler)
79,3,14:15,2,7,GNB 25,13,20,Aaron Rodgers pass complete short right to Allen Lazard for 4 yards (tackle by Kader Kohou)
80,3,13:36,3,3,GNB 29,13,20,AJ Dillon right tackle for 2 yards (tackle by Christian Wilkins and Bradley Chubb)
81,3,13:07,4,1,GNB 31,13,20,Aaron Rodgers up the middle for 2 yards (tackle by Christian Wilkins and Elandon Roberts)
82,3,12:26,1,10,GNB 33,13,20,AJ Dillon left end for 11 yards (tackle by Jevon Holland)
83,3,11:40,1,10,GNB 44,13,20,Aaron Rodgers pass complete short right to Josiah Deguara for 4 yards (tackle by Jaelan Phillips)
84,3,10:57,2,6,GNB 48,13,20,AJ Dillon left end for -3 yards (tackle by Zach Sieler)
85,3,10:15,3,9,GNB 45,13,20,Aaron Rodgers pass complete short left to Patrick Taylor for 17 yards (tackle by Eric Rowe)
86,3,9:38,1,10,MIA 38,13,20,Aaron Rodgers pass complete deep left to Marcedes Lewis for 31 yards (tackle by Eric Rowe)
87,3,8:51,1,7,MIA 7,13,20,AJ Dillon left guard for 6 yards (tackle by Jaelan Phillips)
88,3,7:58,2,1,MIA 1,19,20,"AJ Dillon left tackle for 1 yard, touchdown"
89,3,7:53,0,0,MIA 15,20,20,Mason Crosby kicks extra point good
90,3,7:53,0,0,GNB 35,20,20,"Mason Crosby kicks off 60 yards, returned by Raheem Mostert for 20 yards (tackle by Dallin Leavitt and Isaiah McDuffie)"
91,3,7:48,1,10,MIA 25,20,20,Raheem Mostert left guard for 3 yards (tackle by Preston Smith and Tedarrell Slaton)
92,3,7:10,2,7,MIA 28,20,20,Raheem Mostert left tackle for -1 yards (tackle by Tedarrell Slaton and Jarran Reed)
93,3,6:31,3,8,MIA 27,20,20,Tua Tagovailoa pass complete short left to Jaylen Waddle for 7 yards (tackle by Jaire Alexander)
94,3,5:37,4,1,MIA 34,20,20,Raheem Mostert up the middle for 9 yards (tackle by Darnell Savage and Adrian Amos)
95,3,4:59,1,10,MIA 43,20,20,Raheem Mostert left guard for 1 yard (tackle by Quay Walker and Justin Hollins)
96,3,4:16,2,9,MIA 44,20,20,Tua Tagovailoa pass complete short right to Jaylen Waddle for 24 yards (tackle by Rasul Douglas)
97,3,3:29,1,10,GNB 32,20,20,Tua Tagovailoa pass incomplete short right intended for Alec Ingold (defended by Quay Walker)
98,3,3:18,2,10,GNB 32,20,20,Tua Tagovailoa pass complete short left to Raheem Mostert for 2 yards (tackle by Jaire Alexander)
99,3,2:37,3,8,GNB 30,20,20,Tua Tagovailoa pass incomplete short left
100,3,2:30,4,8,GNB 30,20,20,Jason Sanders 48 yard field goal no good
101,3,2:25,1,10,GNB 38,20,20,Aaron Rodgers pass complete short middle to Romeo Doubs for 12 yards (tackle by Xavien Howard)
102,3,1:47,1,10,MIA 50,20,20,Aaron Rodgers pass complete short left to Allen Lazard for 9 yards (tackle by Kader Kohou)
103,3,1:05,2,1,MIA 41,20,20,Aaron Rodgers pass complete short right to Aaron Jones for 7 yards (tackle by Jerome Baker)
104,3,0:23,1,10,MIA 34,20,20,"Aaron Jones right tackle for no gain (tackle by Raekwon Davis). Penalty on Royce Newman: Offensive Holding, 10 yards (accepted) (no play)"
105,4,15:00,1,20,MIA 44,20,20,Aaron Rodgers pass incomplete deep left intended for Romeo Doubs
106,4,14:54,2,20,MIA 44,20,20,Aaron Rodgers pass complete short middle to AJ Dillon for 5 yards (tackle by Jerome Baker)
107,4,14:16,3,15,MIA 39,20,20,Aaron Rodgers pass deep left intended for Allen Lazard is intercepted by Kader Kohou in end zone and returned for no gain
108,4,14:08,1,10,MIA 20,20,20,Tua Tagovailoa pass deep left intended for Tyreek Hill is intercepted by Jaire Alexander at MIA-37 and returned for 23 yards (tackle by Raheem Mostert)
109,4,13:59,1,10,MIA 14,20,20,Aaron Rodgers pass incomplete short middle intended for Robert Tonyan (defended by Christian Wilkins)
110,4,13:55,2,10,MIA 14,20,20,"Penalty on Royce Newman: False Start, 5 yards (accepted) (no play)"
111,4,13:55,2,15,MIA 19,20,20,"Aaron Rodgers pass complete short right to Randall Cobb for 5 yards (tackle by Jevon Holland). Penalty on Jaelan Phillips: Roughing the Passer, 7 yards (accepted) "
112,4,13:28,1,7,MIA 7,20,20,"Aaron Rodgers for 2 yards. Aaron Rodgers fumbles, recovered by AJ Dillon at MIA-7 AJ Dillon for 2 yards (tackle by Elandon Roberts)"
113,4,12:45,2,5,MIA 5,20,20,Aaron Rodgers pass complete short left to Allen Lazard for -5 yards (tackle by Andrew Van Ginkel)
114,4,12:03,3,10,MIA 10,20,20,Aaron Rodgers pass incomplete short left intended for Allen Lazard
115,4,11:49,4,10,MIA 10,23,20,Mason Crosby 28 yard field goal good
116,4,11:45,0,0,GNB 35,23,20,"Mason Crosby kicks off 65 yards, returned by Raheem Mostert for 18 yards (tackle by Innis Gaines and Dallin Leavitt)"
117,4,11:40,1,10,MIA 18,23,20,Jeff Wilson left guard for 7 yards (tackle by Adrian Amos)
118,4,11:05,2,3,MIA 25,23,20,Tua Tagovailoa pass complete deep right to Jaylen Waddle for 16 yards (tackle by Adrian Amos)
119,4,10:22,1,10,MIA 41,23,20,Jeff Wilson left guard for 3 yards (tackle by Jarran Reed and De'Vondre Campbell)
120,4,9:42,2,7,MIA 44,23,20,Jeff Wilson left guard for no gain (tackle by Preston Smith and Kenny Clark)
121,4,8:58,3,7,MIA 44,23,20,Tua Tagovailoa pass complete short middle to Trent Sherfield for 10 yards (tackle by Rasul Douglas)
122,4,8:09,1,10,GNB 46,23,20,Tua Tagovailoa pass incomplete short middle intended for Jaylen Waddle (defended by Rasul Douglas)
123,4,8:06,2,10,GNB 46,23,20,Tua Tagovailoa pass complete deep middle to Tyreek Hill for 19 yards (tackle by Adrian Amos)
124,4,7:26,1,10,GNB 27,23,20,Jeff Wilson left guard for 2 yards (tackle by Innis Gaines)
125,4,6:43,2,8,GNB 25,23,20,"Tua Tagovailoa pass complete short right to Jaylen Waddle for no gain (tackle by Darnell Savage). Penalty on Jaylen Waddle: Illegal Formation, 5 yards (accepted) (no play)"
126,4,6:15,2,13,GNB 30,23,20,Tua Tagovailoa pass short right intended for Raheem Mostert is intercepted by De'Vondre Campbell at GB-22 and returned for 14 yards (tackle by Alec Ingold)
127,4,6:02,1,10,GNB 36,23,20,Aaron Jones left end for 1 yard (tackle by Kader Kohou)
128,4,5:25,2,9,GNB 37,23,20,Aaron Rodgers pass complete deep right to Romeo Doubs for 22 yards (tackle by Jevon Holland)
129,4,4:53,1,10,MIA 41,23,20,Aaron Rodgers left end for no gain (tackle by Andrew Van Ginkel)
130,4,4:14,2,9,MIA 41,23,20,Aaron Rodgers pass complete short middle to Robert Tonyan for 13 yards (tackle by Eric Rowe)
131,4,3:18,1,10,MIA 28,23,20,"Aaron Rodgers scrambles left end for no gain (tackle by Jevon Holland). Penalty on Josh Myers: Offensive Holding, 10 yards (accepted) (no play)"
132,4,3:08,1,20,MIA 38,23,20,Aaron Jones right end for 18 yards (tackle by Jevon Holland)
133,4,3:00,2,2,MIA 20,23,20,"Penalty on John Jenkins: Encroachment, 5 yards (accepted) (no play)"
134,4,3:00,1,10,MIA 15,23,20,Aaron Jones left end for -3 yards (tackle by Xavien Howard)
135,4,2:55,2,13,MIA 18,23,20,AJ Dillon up the middle for 8 yards (tackle by Jaelan Phillips)
136,4,2:50,3,5,MIA 10,23,20,AJ Dillon up the middle for 2 yards (tackle by Jaelan Phillips and Raekwon Davis)
137,4,2:06,4,3,MIA 8,26,20,Mason Crosby 26 yard field goal good
138,4,2:02,0,0,GNB 35,26,20,"Mason Crosby kicks off 61 yards, returned by Raheem Mostert for 24 yards (tackle by Tyler Davis)"
139,4,1:56,1,10,MIA 28,26,20,Tua Tagovailoa pass complete short right to Jeff Wilson for 3 yards (tackle by Rasul Douglas)
140,4,1:35,2,7,MIA 31,26,20,Tua Tagovailoa pass short right intended for Mike Gesicki is intercepted by Rasul Douglas at MIA-44 and returned for 5 yards
141,4,1:29,1,10,MIA 39,26,20,Aaron Rodgers kneels for -1 yards
142,4,0:55,2,11,MIA 40,26,20,Aaron Rodgers kneels for -1 yards
143,4,0:29,3,12,MIA 41,26,20,Aaron Rodgers kneels for -1 yards
