,quarter,time,down,togo,location,away_team,home_team,detail
0,1,15:00,0,0,MIN 35,0,0,"Greg Joseph kicks off 51 yards, returned by Quez Watkins for 4 yards (tackle by Patrick Jones)"
1,1,14:57,1,10,PHI 18,0,0,Jalen Hurts pass complete short left to DeVonta Smith for 5 yards (tackle by Harrison Smith)
2,1,14:32,2,5,PHI 23,0,0,Jalen Hurts pass complete short right to Dallas Goedert for 18 yards (tackle by Eric Kendricks)
3,1,13:59,1,10,PHI 41,0,0,Miles Sanders left end for 12 yards (tackle by D.J. Wonnum)
4,1,13:32,1,10,MIN 47,0,0,Miles Sanders right guard for 2 yards (tackle by Dalvin Tomlinson)
5,1,13:03,2,8,MIN 45,0,0,Jalen Hurts sacked by and Harrison Phillips for no gain and Dalvin Tomlinson for no gain
6,1,12:20,3,8,MIN 45,0,0,"Jalen Hurts pass complete short middle to Kenneth Gainwell for no gain. Penalty on Landon Dickerson: Ineligible Downfield Pass, 5 yards (accepted) (no play)"
7,1,11:47,3,13,MIN 50,0,0,Jalen Hurts pass complete short left to A.J. Brown for 19 yards (tackle by Harrison Smith and Camryn Bynum)
8,1,11:18,1,10,MIN 31,0,0,Jalen Hurts scrambles right end for 4 yards (tackle by Eric Kendricks)
9,1,10:39,2,6,MIN 27,0,0,Boston Scott left guard for 3 yards (tackle by Danielle Hunter)
10,1,10:12,3,3,MIN 24,0,0,Jalen Hurts pass complete short right to Zach Pascal for 8 yards (tackle by Patrick Peterson)
11,1,9:44,1,10,MIN 16,0,0,Jalen Hurts pass complete short right to Dallas Goedert for 13 yards (tackle by Harrison Smith)
12,1,9:14,1,3,MIN 3,0,6,"Jalen Hurts up the middle for 3 yards, touchdown"
13,1,9:09,0,0,MIN 15,0,7,Jake Elliott kicks extra point good
14,1,9:09,0,0,PHI 35,0,7,"Penalty on Patrick Peterson: Defensive Offside, 5 yards (accepted) (no play)"
15,1,9:09,1,10,PHI 40,0,7,"Jake Elliott kicks off 60 yards, touchback."
16,1,9:09,1,10,MIN 25,0,7,Dalvin Cook up the middle for -1 yards (tackle by Josh Sweat)
17,1,8:32,2,11,MIN 24,0,7,Kirk Cousins pass complete short left to Justin Jefferson for 6 yards (tackle by Avonte Maddox)
18,1,7:49,3,5,MIN 30,0,7,Kirk Cousins pass incomplete short left intended for Justin Jefferson (defended by Darius Slay)
19,1,7:44,4,5,MIN 30,0,7,"Ryan Wright punts 48 yards, returned by Britain Covey for 1 yard (tackle by Troy Dye)"
20,1,7:34,1,10,PHI 23,0,7,"Jalen Hurts pass complete short left to A.J. Brown for no gain. Penalty on Landon Dickerson: Ineligible Downfield Pass, 5 yards (accepted) (no play)"
21,1,7:05,1,15,PHI 18,0,7,"Jalen Hurts aborted snap, recovered by Miles Sanders at PHI-14 and returned for 2 yards Miles Sanders for no gain (tackle by Za'Darius Smith)"
22,1,6:29,2,18,PHI 15,0,7,Jalen Hurts pass complete deep middle to Quez Watkins for 16 yards (tackle by Camryn Bynum)
23,1,5:45,3,2,PHI 31,0,7,"Jalen Hurts pass complete short right to Dallas Goedert for no gain. Penalty on DeVonta Smith: Offensive Pass Interference, 10 yards (accepted) (no play)"
24,1,5:17,3,12,PHI 21,0,7,Jalen Hurts sacked by D.J. Wonnum for -8 yards
25,1,4:46,4,20,PHI 13,0,7,"Arryn Siposs punts 49 yards, returned by Jalen Reagor for 1 yard (tackle by Zech McPhearson)"
26,1,4:37,1,10,MIN 39,0,7,Dalvin Cook up the middle for 3 yards (tackle by T.J. Edwards)
27,1,4:00,2,7,MIN 42,0,7,Kirk Cousins pass complete short right to Irv Smith for 2 yards (tackle by Brandon Graham)
28,1,3:30,3,5,MIN 44,0,7,Kirk Cousins pass incomplete short middle intended for Irv Smith (defended by James Bradberry)
29,1,3:25,4,5,MIN 44,0,7,"Ryan Wright punts 38 yards, fair catch by Britain Covey at PHI-18"
30,1,3:19,1,10,PHI 19,0,7,Miles Sanders left tackle for 3 yards (tackle by Dalvin Tomlinson)
31,1,2:43,2,7,PHI 21,0,7,Jalen Hurts pass complete short left to Miles Sanders for 2 yards (tackle by Cameron Dantzler)
