,quarter,time,down,togo,location,away_team,home_team,detail
0,1,15:00,0,0,NYG 35,0,0,"Graham Gano kicks off 65 yards, returned by Chuba Hubbard for 25 yards. Chuba Hubbard fumbles (forced by Carter Coughlin), recovered by Dane Belton at CAR-25 and returned for 3 yards (tackle by Giovanni Ricci)"
1,1,14:52,1,10,CAR 22,0,0,Saquon Barkley up the middle for 2 yards (tackle by Xavier Woods and Derrick Brown)
2,1,14:13,2,8,CAR 20,0,0,Daniel Jones pass complete short middle to Kadarius Toney for -2 yards (tackle by Donte Jackson)
3,1,13:29,3,10,CAR 22,0,0,Daniel Jones pass complete short right to Sterling Shepard for 4 yards (tackle by Jaycee Horn)
4,1,12:53,4,6,CAR 18,0,3,Graham Gano 36 yard field goal good
5,1,12:50,0,0,NYG 35,0,3,"Graham Gano kicks off 65 yards, touchback."
6,1,12:50,1,10,CAR 25,0,3,Christian McCaffrey left guard for 5 yards (tackle by Dexter Lawrence)
7,1,12:07,2,5,CAR 30,0,3,"Christian McCaffrey left end for 3 yards (tackle by Jihad Ward and Xavier McKinney). Penalty on Jihad Ward: Face Mask (15 Yards), 15 yards (accepted) "
8,1,11:40,1,10,CAR 48,0,3,Baker Mayfield pass incomplete short right intended for Shi Smith (defended by Xavier McKinney)
9,1,11:35,2,10,CAR 48,0,3,Baker Mayfield pass complete short middle to D.J. Moore for -2 yards (tackle by Jihad Ward and Dexter Lawrence)
10,1,10:54,3,12,CAR 46,0,3,"Baker Mayfield pass complete short left to Shi Smith for no gain (tackle by Tomon Fox). Penalty on Brady Christensen: Offensive Holding, 10 yards (declined) . Penalty on Shi Smith: Offensive Pass Interference, 10 yards (accepted) (no play)"
11,1,10:27,3,22,CAR 36,0,3,"Baker Mayfield pass complete short left to Robbie Anderson for 4 yards. Robbie Anderson fumbles (forced by Darnay Holmes), recovered by Adoree' Jackson at CAR-40 (tackle by Taylor Moton)"
12,1,10:17,1,10,CAR 40,0,3,Daniel Jones pass complete short left to Kadarius Toney for 2 yards (tackle by Donte Jackson)
13,1,9:39,2,8,CAR 38,0,3,Daniel Jones pass complete short left to Sterling Shepard for 3 yards (tackle by Frankie Luvu)
14,1,8:53,3,5,CAR 35,0,3,Daniel Jones pass complete short left to Saquon Barkley for 4 yards (tackle by Frankie Luvu)
15,1,8:16,4,1,CAR 31,0,3,Daniel Jones scrambles for 2 yards (tackle by Brian Burns)
16,1,7:43,1,10,CAR 29,0,3,Saquon Barkley right tackle for -1 yards (tackle by Frankie Luvu and Jaycee Horn)
17,1,7:03,2,11,CAR 30,0,3,Daniel Jones pass complete to Richie James for 5 yards (tackle by Xavier Woods)
18,1,6:20,3,6,CAR 25,0,3,Daniel Jones pass complete short left to Tanner Hudson for 7 yards (tackle by Jeremy Chinn)
19,1,5:41,1,10,CAR 18,0,3,Daniel Jones pass incomplete short left
20,1,5:33,2,10,CAR 18,0,3,Daniel Jones pass complete short middle to David Sills for 13 yards (tackle by Xavier Woods)
21,1,4:48,1,5,CAR 5,0,3,Saquon Barkley left end for 3 yards (tackle by Bravvion Roy and Marquis Haynes)
22,1,4:02,2,2,CAR 2,0,3,Daniel Jones left end for -6 yards (tackle by Frankie Luvu)
23,1,3:16,3,8,CAR 8,0,3,Daniel Jones sacked by Brian Burns for -7 yards
24,1,2:33,4,15,CAR 15,0,6,Graham Gano 33 yard field goal good
25,1,2:30,0,0,NYG 35,0,6,"Graham Gano kicks off 50 yards, returned by Chuba Hubbard for 14 yards (tackle by Dane Belton)"
26,1,2:26,1,10,CAR 29,0,6,Christian McCaffrey left tackle for 8 yards (tackle by Austin Calitro)
27,1,1:39,2,2,CAR 37,0,6,Christian McCaffrey left tackle for 2 yards (tackle by Austin Calitro and Adoree' Jackson)
28,1,1:08,1,10,CAR 39,0,6,Baker Mayfield pass incomplete short left intended for Robbie Anderson (defended by Xavier McKinney)
29,1,1:04,2,10,CAR 39,0,6,Baker Mayfield pass complete short left to Christian McCaffrey for 6 yards (tackle by Julian Love)
30,1,0:36,3,4,CAR 45,0,6,Baker Mayfield scrambles left end for 3 yards. Baker Mayfield fumbles (forced by Dexter Lawrence). Baker Mayfield fumbles out of bounds
31,1,0:05,4,1,CAR 48,0,6,Christian McCaffrey right end for 3 yards (tackle by Xavier McKinney and Leonard Williams)
32,2,15:00,1,10,NYG 49,0,6,Baker Mayfield pass incomplete deep left intended for Ian Thomas
